id,sex,age,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_desc,two_year_recid,time_in_custody_in_days,time_in_jail_in_days,African-American_race,Asian_race,Caucasian_race,Hispanic_race,Native American_race,Other_race,Felony_c_charge_degree,Misdemeanor_c_charge_degree,High_score_text,Low_score_text,Medium_score_text,High_v_score_text,Low_v_score_text,Medium_v_score_text
6805,1,22,Less than 25,0,0,0,0,0.6627341269700058,1,30.0,149.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
6807,1,31,25 - 45,0,0,0,6,0.6585350577959486,1,18.0,53.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6808,1,32,25 - 45,0,0,0,0,0.4130241028402736,0,1.0,1.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
6809,1,29,25 - 45,0,0,0,0,0.5242066153601288,0,1.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6810,1,22,Less than 25,0,0,0,1,0.430135477478135,1,45.0,103.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6811,1,23,Less than 25,0,0,0,3,0.5475286066047836,1,139.0,44.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6812,1,24,Less than 25,0,0,1,1,0.49096196969498074,0,2.0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6813,1,45,Greater than 45,0,0,0,0,0.11413914030702109,0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
6815,1,21,Less than 25,0,1,0,2,0.36687432079403715,0,1.0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
6816,0,29,25 - 45,0,0,0,0,0.3827224111679078,0,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
6818,0,51,Greater than 45,0,0,0,0,0.25849596420920445,1,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6819,1,36,25 - 45,1,0,0,2,0.6755163446228647,1,0.0,1.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6820,1,25,25 - 45,0,0,0,1,0.3816785218935147,0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6824,1,46,Greater than 45,0,0,0,13,0.46892515692495623,0,142.0,141.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
6825,1,62,Greater than 45,0,0,0,22,0.5917112870422038,1,77.0,33.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
6827,1,25,25 - 45,0,0,0,0,0.5084188990650611,1,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
6828,1,27,25 - 45,0,0,0,2,0.46892515692495623,0,2.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6830,0,22,Less than 25,0,0,0,3,0.46892515692495623,1,10.0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6831,0,34,25 - 45,0,0,0,9,0.4517112099682474,1,1.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
6834,1,37,25 - 45,0,0,0,1,0.0004669963396236685,0,2.0,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
6836,1,21,Less than 25,0,0,0,0,0.7905540362731246,1,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6837,1,51,Greater than 45,0,0,0,3,0.7501049764083284,1,21.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6838,0,39,25 - 45,0,0,0,2,0.9961813940684667,1,41.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6840,1,43,25 - 45,0,0,0,8,0.6755163446228647,1,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6846,1,22,Less than 25,0,0,0,0,0.3827224111679078,1,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
6847,0,28,25 - 45,0,0,0,4,0.4517112099682474,0,2.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6850,1,43,25 - 45,0,0,0,0,0.46892515692495623,1,60.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6851,1,27,25 - 45,0,0,0,7,0.4634418844576436,1,1.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
6852,1,27,25 - 45,0,0,0,0,0.5688015977659651,1,54.0,54.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
6855,1,31,25 - 45,0,0,0,1,0.46892515692495623,1,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6857,0,28,25 - 45,0,0,0,0,0.3827224111679078,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
6858,1,58,Greater than 45,0,0,0,3,-0.006640842578667318,0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6859,1,22,Less than 25,0,0,0,0,0.9959431939868774,1,9.0,6.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6860,1,21,Less than 25,0,0,0,0,0.5078102033611125,1,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
6862,1,31,25 - 45,0,0,0,5,0.26807870853281807,0,2.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6863,1,33,25 - 45,0,0,0,0,0.4195070114868495,0,40.0,40.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6864,1,26,25 - 45,0,0,0,6,0.3971094204650169,1,1.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
6866,0,23,Less than 25,0,1,0,1,0.3827224111679078,0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
6870,1,32,25 - 45,0,0,0,11,0.5644384923514734,0,141.0,141.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6872,1,57,Greater than 45,0,0,0,2,0.5917112870422038,0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6875,1,22,Less than 25,0,0,0,0,0.2904382554909237,0,1.0,1.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
6877,0,35,25 - 45,0,0,0,2,0.25553612789150776,0,72.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6878,1,47,Greater than 45,0,0,0,1,0.6761823338443542,1,82.0,81.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6881,1,35,25 - 45,0,0,0,2,0.28505963547838464,0,242.0,13.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
6882,1,29,25 - 45,0,0,1,17,0.7590417578217192,1,1.0,1.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6883,0,54,Greater than 45,0,0,0,1,0.5866620633205494,0,0.0,4.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6884,1,29,25 - 45,0,0,0,0,0.27387461620040093,0,90.0,89.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
6885,0,28,25 - 45,0,0,0,0,0.3827224111679078,1,1.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
6886,1,51,Greater than 45,0,0,0,17,0.5917112870422038,1,72.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
6888,0,36,25 - 45,0,0,0,0,0.4517112099682474,0,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
6889,1,35,25 - 45,0,0,0,3,0.4517112099682474,1,10.0,9.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6892,1,20,Less than 25,0,0,1,1,0.4517112099682474,1,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
6893,1,25,25 - 45,0,0,0,0,0.3816785218935147,0,2.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
6894,1,29,25 - 45,0,0,0,2,0.4199985937809658,0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
6896,1,31,25 - 45,0,0,0,0,0.5917112870422038,1,50.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
6898,1,62,Greater than 45,0,0,0,4,0.4517112099682474,0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6899,1,39,25 - 45,0,0,0,0,0.4091438327356797,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6900,1,30,25 - 45,0,0,0,1,0.5401373575236661,1,1.0,132.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6901,0,23,Less than 25,0,0,0,0,0.4634418844576436,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6904,0,23,Less than 25,0,0,0,1,0.4517112099682474,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6906,0,37,25 - 45,0,0,0,0,0.3827224111679078,0,1.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6908,1,30,25 - 45,0,0,0,21,0.5242066153601288,1,1.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6910,1,33,25 - 45,0,0,3,18,0.46892515692495623,1,1.0,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6911,1,20,Less than 25,0,0,0,0,0.5337522519132827,1,1.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6912,0,61,Greater than 45,0,0,0,1,0.4517112099682474,0,52.0,51.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6915,1,30,25 - 45,0,1,0,9,0.6755163446228647,1,35.0,8.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6916,1,23,Less than 25,0,0,0,1,0.46892515692495623,0,36.0,35.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
6919,0,27,25 - 45,0,0,0,0,0.7546685443325231,1,94.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6920,1,38,25 - 45,0,1,0,10,-0.00045338677360533784,0,5.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
6921,1,42,25 - 45,0,0,0,1,0.4517112099682474,0,8.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6923,1,31,25 - 45,0,0,0,0,0.46892515692495623,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6924,1,23,Less than 25,0,0,0,2,0.5794976117792543,1,6.0,6.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
6926,1,31,25 - 45,0,0,0,1,0.5917112870422038,1,58.0,39.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6927,1,43,25 - 45,0,0,0,1,0.3827224111679078,1,5.0,5.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
6929,1,39,25 - 45,0,0,0,0,0.48407441260709094,0,6.0,5.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6931,1,31,25 - 45,0,0,0,0,0.25080138262304075,0,4.0,3.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
6932,1,22,Less than 25,0,0,0,3,0.6761823338443542,1,18.0,142.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6934,0,33,25 - 45,0,0,0,0,0.48407441260709094,0,2.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6935,1,21,Less than 25,0,1,0,1,0.5917112870422038,1,6.0,5.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
6936,1,23,Less than 25,0,0,0,1,0.5680810892587644,1,120.0,120.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
6937,0,29,25 - 45,0,0,0,0,-0.00985152820149747,0,28.0,28.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6939,1,62,Greater than 45,0,0,0,2,0.24118737379964242,0,1.0,3.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6941,0,56,Greater than 45,0,0,0,1,0.5917112870422038,1,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6943,0,24,Less than 25,0,0,0,4,0.33078391946828234,1,2.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6944,0,44,25 - 45,0,0,0,0,0.3827224111679078,0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6946,1,22,Less than 25,0,1,0,2,0.4517112099682474,1,11.0,1.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
6947,0,28,25 - 45,0,0,0,4,0.5917112870422038,1,2.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6948,1,30,25 - 45,0,0,0,0,0.5459708370453343,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6949,1,32,25 - 45,0,0,0,1,0.5296779176237041,1,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6950,1,51,Greater than 45,0,0,0,3,0.5475286066047836,0,9.0,16.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
6952,1,21,Less than 25,0,0,0,0,0.6761823338443542,0,3.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
6955,1,21,Less than 25,0,0,0,2,0.5917112870422038,1,1.0,18.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6957,1,27,25 - 45,0,0,0,3,0.5459708370453343,1,9.0,9.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
6959,1,28,25 - 45,0,0,0,0,0.3816785218935147,0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
6960,0,31,25 - 45,0,0,0,0,0.259128063349782,0,2.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6961,1,33,25 - 45,0,0,0,0,0.3827224111679078,1,1.0,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
6963,0,49,Greater than 45,0,0,0,2,0.5917112870422038,0,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6965,0,41,25 - 45,0,0,0,2,0.4517112099682474,0,68.0,15.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
6967,1,20,Less than 25,0,0,5,0,0.3827224111679078,0,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
6968,1,31,25 - 45,0,0,1,10,0.5917112870422038,1,1.0,181.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6971,1,25,25 - 45,0,0,0,5,0.4517112099682474,1,49.0,49.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
6975,1,23,Less than 25,0,1,0,4,0.4517112099682474,1,398.0,192.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6976,1,26,25 - 45,0,0,0,0,0.3827224111679078,0,3.0,2.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6977,0,45,Greater than 45,0,0,0,6,0.39056166634765105,1,0.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
6979,1,28,25 - 45,0,0,0,1,0.3827224111679078,0,1.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
6980,0,28,25 - 45,0,0,0,13,0.5680810892587644,1,5.0,32.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
6981,1,39,25 - 45,0,0,0,0,0.47640155224723396,1,2.0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6982,1,59,Greater than 45,0,0,0,1,0.4833625019137319,1,1.0,1.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
6983,1,52,Greater than 45,0,0,0,4,0.3827224111679078,0,5.0,4.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
6986,1,36,25 - 45,0,0,0,1,0.5493738921402309,0,4.0,3.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
6988,1,54,Greater than 45,0,0,0,5,0.6761823338443542,0,94.0,93.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6989,1,32,25 - 45,0,0,0,0,0.5242066153601288,1,3.0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
6990,1,54,Greater than 45,0,0,0,3,0.3643122051805198,0,66.0,66.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
6991,1,30,25 - 45,0,0,0,2,0.587331218824493,1,9.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
6996,0,21,Less than 25,0,0,0,0,0.3827224111679078,1,1.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
6997,1,25,25 - 45,0,0,0,2,0.3971094204650169,1,5.0,4.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
6998,1,26,25 - 45,1,0,0,1,0.4517112099682474,1,222.0,221.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6999,1,22,Less than 25,0,0,0,0,0.46892515692495623,0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7003,1,61,Greater than 45,0,0,0,20,0.3971094204650169,1,31.0,30.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7004,1,24,Less than 25,0,0,2,2,0.36687432079403715,0,33.0,32.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7005,1,32,25 - 45,0,0,0,2,0.4517112099682474,0,244.0,0.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7006,0,26,25 - 45,0,0,0,2,0.46892515692495623,1,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7007,0,34,25 - 45,0,0,0,6,0.4517112099682474,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7008,1,45,Greater than 45,1,0,0,12,0.50564272517703,1,10.0,3.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
7009,1,22,Less than 25,0,0,0,1,0.46892515692495623,1,58.0,58.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7010,1,54,Greater than 45,0,0,0,4,0.5917112870422038,1,57.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7011,1,51,Greater than 45,0,0,0,8,-9.142574154367283e-05,0,26.0,25.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
7012,1,28,25 - 45,0,0,0,0,0.5084188990650611,0,1.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7015,1,23,Less than 25,0,0,0,0,0.5085751336468334,0,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7020,1,30,25 - 45,0,0,0,0,0.5680810892587644,1,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7022,1,25,25 - 45,0,0,0,0,0.3643122051805198,1,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7023,1,25,25 - 45,0,0,0,2,0.5084188990650611,0,9.0,9.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7024,1,28,25 - 45,0,0,0,2,0.5917112870422038,0,87.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
7025,0,32,25 - 45,0,0,0,0,0.3827224111679078,1,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7026,1,35,25 - 45,0,0,0,7,0.4517112099682474,0,29.0,28.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7027,1,49,Greater than 45,0,0,0,0,0.3827224111679078,1,1.0,4.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7028,1,36,25 - 45,0,0,0,5,0.5917112870422038,1,7.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7029,1,33,25 - 45,0,0,0,16,0.3971094204650169,1,33.0,33.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
7030,1,30,25 - 45,0,0,0,1,0.5794976117792543,0,2.0,1.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
7032,0,58,Greater than 45,0,0,0,1,0.11413914030702109,0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7033,1,22,Less than 25,0,0,0,2,0.3637459219753152,0,7.0,13.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7034,1,28,25 - 45,0,0,0,2,0.5022231582251759,1,2.0,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7036,1,28,25 - 45,0,0,0,0,0.3827224111679078,1,19.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
7037,1,26,25 - 45,0,1,0,6,0.9965127921095169,1,4.0,4.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7039,0,36,25 - 45,0,0,0,3,0.4601016120697437,1,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7040,1,23,Less than 25,0,0,0,0,0.4606384673812594,0,1.0,1.0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7041,1,22,Less than 25,0,0,0,0,0.47334485910805635,1,3.0,1.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7042,1,25,25 - 45,0,1,0,10,0.4517112099682474,1,261.0,260.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
7043,1,26,25 - 45,0,0,0,0,0.4517112099682474,0,2.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7044,1,25,25 - 45,0,0,0,1,0.39483107714050913,0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7045,1,26,25 - 45,0,0,0,7,0.48407441260709094,1,1574.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7047,1,40,25 - 45,0,0,0,2,0.4091438327356797,0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
7048,1,28,25 - 45,0,0,0,0,0.49333311613645114,1,10.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7050,1,40,25 - 45,0,0,0,1,0.3827224111679078,0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
7051,1,56,Greater than 45,0,0,0,1,0.5242066153601288,0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7052,1,51,Greater than 45,0,0,0,3,0.4517112099682474,0,109.0,86.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7053,1,36,25 - 45,0,0,0,0,0.13788930669552638,0,280.0,280.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7054,1,51,Greater than 45,0,0,0,0,0.3827224111679078,0,2.0,1.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7055,1,25,25 - 45,0,0,0,2,0.36687432079403715,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7058,1,22,Less than 25,0,1,0,1,0.3643122051805198,0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
7060,0,35,25 - 45,2,0,0,9,0.4517112099682474,0,174.0,173.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
7061,1,24,Less than 25,0,0,0,0,0.3873196249534863,1,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
7063,1,66,Greater than 45,0,0,0,5,0.3827224111679078,1,42.0,25.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7064,1,27,25 - 45,0,0,0,6,0.3827224111679078,1,1.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
7067,1,22,Less than 25,0,1,0,2,0.9994389281197998,1,143.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
7068,1,43,25 - 45,0,0,0,2,0.4517112099682474,0,41.0,40.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7070,1,22,Less than 25,0,0,0,2,0.46892515692495623,0,50.0,49.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7073,1,31,25 - 45,0,0,0,4,0.488868470039596,1,1.0,47.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
7074,0,23,Less than 25,0,0,0,4,0.3827224111679078,1,5.0,133.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
7076,0,27,25 - 45,0,0,0,0,0.26743035760683337,1,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7077,1,31,25 - 45,0,0,0,8,0.5242066153601288,1,3.0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
7078,1,61,Greater than 45,0,0,0,29,0.46892515692495623,1,0.0,18.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
7079,1,25,25 - 45,0,0,1,3,0.3816785218935147,0,8.0,7.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7080,0,52,Greater than 45,0,0,0,0,0.3827224111679078,0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7082,1,35,25 - 45,0,0,0,0,0.6761823338443542,0,1.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7084,0,24,Less than 25,0,0,0,0,0.4634418844576436,0,26.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7086,1,50,Greater than 45,1,0,0,13,0.3827224111679078,1,60.0,60.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
7087,1,57,Greater than 45,0,0,0,0,0.16635029937917326,0,7.0,6.0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
7092,1,38,25 - 45,0,0,0,2,0.4517112099682474,0,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7093,1,22,Less than 25,0,0,0,1,0.2870563523199995,0,63.0,63.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7095,1,26,25 - 45,0,0,0,1,0.3643122051805198,0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
7097,1,25,25 - 45,2,3,0,8,0.4517112099682474,0,41.0,185.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7098,1,20,Less than 25,0,0,0,3,0.47334485910805635,1,234.0,21.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
7099,1,34,25 - 45,0,0,0,2,0.36687432079403715,0,1.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
7100,1,25,25 - 45,0,0,0,11,0.3827224111679078,1,21.0,29.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
7101,0,24,Less than 25,0,0,0,0,0.4130241028402736,0,11.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7103,1,24,Less than 25,0,0,0,4,0.6618839356756455,0,40.0,40.0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
7104,1,49,Greater than 45,0,0,0,4,1.0078331940170975,1,3.0,17.0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
7105,1,27,25 - 45,0,0,0,15,0.5680810892587644,1,30.0,30.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
7107,1,28,25 - 45,0,0,0,10,0.5917112870422038,1,634.0,20.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7108,1,33,25 - 45,0,0,0,15,0.4517112099682474,1,0.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
7109,1,55,Greater than 45,0,0,0,0,0.5917112870422038,0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7110,1,25,25 - 45,0,0,1,1,0.3837258610304179,0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7111,1,47,Greater than 45,0,0,0,3,0.3827224111679078,1,13.0,12.0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7112,1,55,Greater than 45,0,0,0,10,0.3827224111679078,1,168.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
7114,1,22,Less than 25,0,0,0,0,0.5134258591836661,1,55.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7116,1,32,25 - 45,0,0,0,9,0.5794976117792543,0,112.0,111.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7117,1,55,Greater than 45,0,0,0,0,0.5242066153601288,0,1.0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7119,1,23,Less than 25,0,0,0,3,0.3827224111679078,0,6.0,6.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
7120,1,54,Greater than 45,0,0,0,2,0.4517112099682474,1,40.0,29.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
7121,1,40,25 - 45,0,0,0,0,0.0003558550329883642,0,20.0,19.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
7123,1,27,25 - 45,0,0,0,0,0.3827224111679078,1,8.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
